Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,ZoneName
A9006,Male,Mela,10yrs,273516,80,30.0,23.7,37.6,150854,74,42.7,33.2,54.2,90613,,,,,22279,,,,,Kent 3
A9007,Male,Mela,10yrs,328279,163,39.7,33.7,46.6,232795,156,46.2,38.9,54.6,60919,,,,,28791,,,,,Sussex 2
A9008,Male,Mela,10yrs,286209,102,47.9,37.6,60.0,146146,100,72.6,57.1,90.9,82424,,,,,32095,,,,,New Castle 8
A9009,Male,Mela,10yrs,318928,127,45.7,37.3,55.2,223420,125,58.8,48.0,71.2,72938,,,,,12648,,,,,New Castle 9
A9010,Male,Mela,10yrs,289506,80,26.7,21.1,33.3,146119,75,36.2,28.4,45.9,68357,,,,,68359,,,,,New Castle 2
A9011,Male,Mela,10yrs,277978,113,34.2,28.0,41.3,202966,110,40.9,33.4,49.7,50679,,,,,18635,,,,,Kent 2
A9012,Male,Mela,10yrs,280976,56,22.8,17.0,29.8,119835,54,36.0,26.8,47.5,101752,,,,,46593,,,,,New Castle 6
A9013,Male,Mela,10yrs,275639,24,9.5,5.9,14.4,75489,22,25.9,15.7,40.7,173804,,,,,20426,,,,,New Castle 1
A9014,Male,Mela,10yrs,304473,100,32.2,26.1,39.4,176862,97,43.7,35.2,53.8,62884,,,,,42223,,,,,New Castle 5
A9015,Male,Mela,10yrs,360750,247,46.8,40.9,53.4,251903,241,54.1,46.9,62.2,51032,,,,,51728,,,,,Sussex 1
Nationwide,Male,Mela,10yrs,1568586409,466605,28.2,28.1,28.3,987793885,437816,35.4,35.3,35.5,198168499,1677,1.1,1.0,1.2,280162978,8087,5.0,4.9,5.1,
Statewide,Male,Mela,10yrs,4531334,2063,38.8,37.1,40.6,2922546,1993,48.8,46.6,51.1,988935,,,,,424965,19,10.4,5.8,16.9,
A9001,Both,Urinary,10yrs,626812,139,24.7,20.7,29.3,475652,126,26.1,21.7,31.3,63479,,,,,36233,,,,,New Castle 7
A9002,Both,Urinary,10yrs,573632,174,26.7,22.8,31.1,380682,143,30.1,25.3,35.6,142007,21,15.2,9.3,23.5,31977,,,,,Kent 1
A9003,Both,Urinary,10yrs,647660,217,21.3,18.5,24.5,488557,203,23.4,20.2,27.0,87863,,,,,26233,,,,,New Castle 4
A9004,Both,Urinary,10yrs,729108,399,25.4,22.7,28.5,627832,387,26.8,23.8,30.3,45961,,,,,41100,,,,,Sussex 3
A9005,Both,Urinary,10yrs,619764,226,21.5,18.7,24.7,519900,219,23.2,20.2,26.8,30753,,,,,25417,,,,,New Castle 3
A9006,Both,Urinary,10yrs,572802,150,22.4,19.0,26.4,308043,122,26.8,22.2,32.2,195667,25,14.2,9.1,21.2,46518,,,,,Kent 3
A9007,Both,Urinary,10yrs,680998,204,21.6,18.7,24.9,483336,186,23.5,20.2,27.4,131795,,,,,53828,,,,,Sussex 2
A9008,Both,Urinary,10yrs,588575,131,32.0,26.1,38.7,297776,101,40.9,32.5,50.7,177032,23,15.8,9.4,24.8,62201,,,,,New Castle 8
A9009,Both,Urinary,10yrs,620314,179,32.2,27.4,37.5,438699,158,35.7,30.0,42.0,135947,,,,,25080,,,,,New Castle 9
A9010,Both,Urinary,10yrs,600621,159,21.7,18.4,25.5,308417,131,25.3,21.0,30.5,145880,19,14.0,8.3,21.9,132963,,,,,New Castle 2
A9011,Both,Urinary,10yrs,572918,181,24.6,21.1,28.5,416682,158,26.4,22.4,31.0,107306,16,15.2,8.3,25.2,36087,,,,,Kent 2
A9012,Both,Urinary,10yrs,590436,159,26.3,22.2,30.8,250539,111,29.7,24.3,36.0,221457,34,17.1,11.4,24.4,92376,,,,,New Castle 6
A9013,Both,Urinary,10yrs,578701,100,17.4,14.1,21.3,149672,44,23.2,16.7,31.6,377318,52,14.6,10.8,19.3,39609,,,,,New Castle 1
A9014,Both,Urinary,10yrs,632549,168,23.7,20.2,27.6,372819,145,26.3,22.1,31.2,134425,16,15.0,8.0,25.1,82225,,,,,New Castle 5
A9015,Both,Urinary,10yrs,729564,294,24.6,21.8,27.8,519053,269,25.8,22.6,29.4,99050,,,,,98374,,,,,Sussex 1
Nationwide,Both,Urinary,10yrs,3187214095,744511,20.1,20.0,20.1,2005299639,642680,22.6,22.6,22.7,414264823,41909,11.8,11.7,11.9,554161008,34851,11.1,11.0,11.2,
Statewide,Both,Urinary,10yrs,9364455,2884,23.9,23.0,24.8,6037658,2507,26.3,25.2,27.4,2095943,274,14.7,13.0,16.6,830222,55,17.6,12.9,23.1,
A9001,Female,Urinary,10yrs,325816,35,11.5,8.0,16.1,246619,29,11.2,7.5,16.4,33537,,,,,20085,,,,,New Castle 7
A9002,Female,Urinary,10yrs,296486,56,15.7,11.8,20.6,196020,44,17.0,12.3,23.2,74524,,,,,15702,,,,,Kent 1
A9003,Female,Urinary,10yrs,336426,47,8.8,6.4,12.0,253344,47,10.5,7.6,14.5,48084,,,,,11653,,,,,New Castle 4
A9004,Female,Urinary,10yrs,379904,91,11.6,8.9,15.1,328720,88,12.5,9.4,16.6,24118,,,,,19872,,,,,Sussex 3
A9005,Female,Urinary,10yrs,323265,45,7.1,5.1,9.9,271763,43,7.4,5.3,10.5,16269,,,,,12463,,,,,New Castle 3
A9006,Female,Urinary,10yrs,299286,42,11.2,8.0,15.3,157190,36,14.3,9.9,20.4,105054,,,,,24239,,,,,Kent 3
A9007,Female,Urinary,10yrs,352719,47,9.4,6.9,12.7,250541,44,10.9,7.8,15.1,70876,,,,,25037,,,,,Sussex 2
A9008,Female,Urinary,10yrs,302366,32,13.6,8.9,19.8,151630,23,17.4,10.4,27.0,94608,,,,,30106,,,,,New Castle 8
A9009,Female,Urinary,10yrs,301386,47,16.3,11.8,22.0,215279,43,19.1,13.6,26.1,63009,,,,,12432,,,,,New Castle 9
A9010,Female,Urinary,10yrs,311116,33,8.1,5.5,11.6,162298,27,8.9,5.8,13.8,77523,,,,,64603,,,,,New Castle 2
A9011,Female,Urinary,10yrs,294940,43,10.8,7.7,14.7,213715,39,12.0,8.5,16.8,56627,,,,,17452,,,,,Kent 2
A9012,Female,Urinary,10yrs,309461,30,9.0,6.0,12.9,130703,17,8.8,5.0,14.9,119705,,,,,45784,,,,,New Castle 6
A9013,Female,Urinary,10yrs,303062,38,11.5,8.1,15.8,74182,,,,,203514,28,13.0,8.6,19.0,19182,,,,,New Castle 1
A9014,Female,Urinary,10yrs,328076,39,9.5,6.7,13.1,195957,35,11.2,7.7,16.2,71541,,,,,40002,,,,,New Castle 5
A9015,Female,Urinary,10yrs,368814,70,11.2,8.6,14.6,267151,67,12.7,9.5,17.0,48018,,,,,46645,,,,,Sussex 1
Nationwide,Female,Urinary,10yrs,1618627686,178066,8.6,8.6,8.7,1017505754,149283,9.6,9.5,9.6,216096324,13670,6.6,6.5,6.7,273998030,9001,5.0,4.9,5.2,
Statewide,Female,Urinary,10yrs,4833121,696,10.5,9.8,11.4,3115112,592,11.5,10.6,12.5,1107008,79,7.3,5.8,9.2,405257,,,,,
A9001,Male,Urinary,10yrs,300997,104,41.8,33.9,50.9,229033,97,45.0,36.3,55.3,29942,,,,,16149,,,,,New Castle 7
A9002,Male,Urinary,10yrs,277146,118,40.6,33.4,48.9,184662,99,46.4,37.5,57.0,67483,,,,,16275,,,,,Kent 1
A9003,Male,Urinary,10yrs,311235,170,38.3,32.7,44.7,235213,156,40.7,34.5,47.9,39780,,,,,14581,,,,,New Castle 4
A9004,Male,Urinary,10yrs,349204,308,41.8,36.8,47.5,299112,299,43.6,38.2,49.9,21844,,,,,21229,,,,,Sussex 3
A9005,Male,Urinary,10yrs,296499,181,40.0,34.3,46.6,248137,176,43.6,37.2,50.9,14484,,,,,12955,,,,,New Castle 3
A9006,Male,Urinary,10yrs,273516,108,39.0,32.0,47.2,150854,86,45.2,36.1,56.1,90613,19,24.8,14.8,39.0,22279,,,,,Kent 3
A9007,Male,Urinary,10yrs,328279,157,36.6,31.0,43.1,232795,142,38.9,32.6,46.3,60919,,,,,28791,,,,,Sussex 2
A9008,Male,Urinary,10yrs,286209,99,55.6,43.5,69.6,146146,78,69.0,52.5,88.7,82424,,,,,32095,,,,,New Castle 8
A9009,Male,Urinary,10yrs,318928,132,50.2,41.4,60.3,223420,115,54.8,44.4,66.8,72938,,,,,12648,,,,,New Castle 9
A9010,Male,Urinary,10yrs,289506,126,41.8,34.7,49.8,146119,104,49.1,39.9,60.1,68357,16,31.9,17.6,52.3,68359,,,,,New Castle 2
A9011,Male,Urinary,10yrs,277978,138,40.7,34.0,48.3,202966,119,42.6,35.2,51.4,50679,,,,,18635,,,,,Kent 2
A9012,Male,Urinary,10yrs,280976,129,49.6,41.1,59.3,119835,94,57.0,45.8,70.3,101752,27,32.8,20.8,49.0,46593,,,,,New Castle 6
A9013,Male,Urinary,10yrs,275639,62,27.1,20.4,35.1,75489,35,45.8,31.2,65.0,173804,24,17.2,10.8,25.9,20426,,,,,New Castle 1
A9014,Male,Urinary,10yrs,304473,129,44.4,36.9,52.9,176862,110,48.7,39.9,59.0,62884,,,,,42223,,,,,New Castle 5
A9015,Male,Urinary,10yrs,360750,224,41.2,35.8,47.2,251903,202,41.8,36.1,48.5,51032,,,,,51728,,,,,Sussex 1
Nationwide,Male,Urinary,10yrs,1568586409,566445,34.9,34.8,35.0,987793885,493397,39.0,38.9,39.1,198168499,28239,19.7,19.4,19.9,280162978,25850,19.3,19.1,19.6,
Statewide,Male,Urinary,10yrs,4531334,2188,41.3,39.5,43.1,2922546,1915,45.0,43.0,47.2,988935,195,25.6,21.9,29.7,424965,40,29.7,20.5,41.0,
A9001,Both,NHL,10yrs,626812,135,22.7,18.9,27.0,475652,117,23.5,19.3,28.3,63479,,,,,36233,,,,,New Castle 7
A9002,Both,NHL,10yrs,573632,128,19.2,16.0,23.0,380682,103,20.9,17.0,25.5,142007,19,13.4,7.9,21.3,31977,,,,,Kent 1
A9003,Both,NHL,10yrs,647660,164,17.4,14.7,20.5,488557,142,17.9,14.9,21.4,87863,,,,,26233,,,,,New Castle 4
A9004,Both,NHL,10yrs,729108,293,20.4,17.7,23.5,627832,277,20.3,17.5,23.6,45961,,,,,41100,,,,,Sussex 3
A9005,Both,NHL,10yrs,619764,162,16.9,14.3,20.0,519900,151,17.9,14.9,21.4,30753,,,,,25417,,,,,New Castle 3
A9006,Both,NHL,10yrs,572802,109,17.3,14.1,20.9,308043,90,21.0,16.8,26.1,195667,16,10.0,5.7,16.4,46518,,,,,Kent 3
A9007,Both,NHL,10yrs,680998,187,21.0,18.0,24.4,483336,160,21.3,18.0,25.2,131795,22,19.3,11.9,29.5,53828,,,,,Sussex 2
A9008,Both,NHL,10yrs,588575,116,23.4,18.8,28.6,297776,80,25.1,19.4,31.9,177032,29,22.9,14.5,34.1,62201,,,,,New Castle 8
A9009,Both,NHL,10yrs,620314,133,23.1,19.1,27.6,438699,110,24.5,19.9,29.7,135947,16,16.6,8.9,27.8,25080,,,,,New Castle 9
A9010,Both,NHL,10yrs,600621,123,17.7,14.6,21.2,308417,84,17.5,13.8,22.2,145880,20,13.2,8.0,20.6,132963,18,23.5,13.2,38.2,New Castle 2
A9011,Both,NHL,10yrs,572918,147,20.7,17.4,24.5,416682,130,22.8,18.9,27.3,107306,,,,,36087,,,,,Kent 2
A9012,Both,NHL,10yrs,590436,117,18.9,15.5,22.7,250539,81,22.0,17.4,27.7,221457,26,13.5,8.4,20.4,92376,,,,,New Castle 6
A9013,Both,NHL,10yrs,578701,118,19.3,15.9,23.2,149672,38,21.7,15.0,30.5,377318,71,18.3,14.2,23.3,39609,,,,,New Castle 1
A9014,Both,NHL,10yrs,632549,135,19.2,16.0,22.8,372819,103,19.5,15.8,23.9,134425,18,13.2,7.7,21.3,82225,,,,,New Castle 5
A9015,Both,NHL,10yrs,729564,212,19.2,16.6,22.1,519053,189,19.9,16.9,23.4,99050,,,,,98374,,,,,Sussex 1
Nationwide,Both,NHL,10yrs,3187214095,700761,19.3,19.3,19.3,2005299639,545581,20.2,20.1,20.2,414264823,55543,14.5,14.4,14.6,554161008,65189,17.7,17.6,17.9,
Statewide,Both,NHL,10yrs,9364455,2292,19.7,18.9,20.6,6037658,1862,20.7,19.7,21.7,2095943,298,15.0,13.3,16.9,830222,78,18.5,14.2,23.6,
A9001,Female,NHL,10yrs,325816,58,18.3,13.8,23.9,246619,50,19.3,14.2,25.8,33537,,,,,20085,,,,,New Castle 7
A9002,Female,NHL,10yrs,296486,61,16.4,12.5,21.3,196020,49,17.7,13.0,23.7,74524,,,,,15702,,,,,Kent 1
A9003,Female,NHL,10yrs,336426,75,13.9,10.8,17.6,253344,65,14.4,11.0,18.8,48084,,,,,11653,,,,,New Castle 4
A9004,Female,NHL,10yrs,379904,141,17.9,14.6,22.0,328720,134,18.2,14.7,22.6,24118,,,,,19872,,,,,Sussex 3
A9005,Female,NHL,10yrs,323265,73,14.1,10.8,18.2,271763,67,15.0,11.2,19.9,16269,,,,,12463,,,,,New Castle 3
A9006,Female,NHL,10yrs,299286,46,12.7,9.2,17.2,157190,39,16.0,11.1,22.6,105054,,,,,24239,,,,,Kent 3
A9007,Female,NHL,10yrs,352719,91,18.6,14.8,23.0,250541,77,18.1,14.2,23.0,70876,,,,,25037,,,,,Sussex 2
A9008,Female,NHL,10yrs,302366,42,14.1,9.9,19.5,151630,32,18.5,12.2,27.1,94608,,,,,30106,,,,,New Castle 8
A9009,Female,NHL,10yrs,301386,56,18.5,13.9,24.3,215279,43,18.1,13.0,24.7,63009,,,,,12432,,,,,New Castle 9
A9010,Female,NHL,10yrs,311116,52,13.2,9.7,17.6,162298,33,12.1,7.9,18.2,77523,,,,,64603,,,,,New Castle 2
A9011,Female,NHL,10yrs,294940,71,20.0,15.5,25.5,213715,61,21.8,16.4,28.4,56627,,,,,17452,,,,,Kent 2
A9012,Female,NHL,10yrs,309461,50,14.2,10.5,18.9,130703,32,16.2,10.9,23.5,119705,,,,,45784,,,,,New Castle 6
A9013,Female,NHL,10yrs,303062,57,16.6,12.5,21.6,74182,21,21.3,12.7,34.0,203514,32,14.3,9.7,20.4,19182,,,,,New Castle 1
A9014,Female,NHL,10yrs,328076,62,15.8,12.0,20.4,195957,50,16.8,12.2,22.8,71541,,,,,40002,,,,,New Castle 5
A9015,Female,NHL,10yrs,368814,92,15.5,12.3,19.4,267151,79,15.8,12.1,20.6,48018,,,,,46645,,,,,Sussex 1
Nationwide,Female,NHL,10yrs,1618627686,316248,16.0,16.0,16.1,1017505754,243490,16.6,16.6,16.7,216096324,26303,12.3,12.1,12.4,273998030,30483,15.5,15.3,15.7,
Statewide,Female,NHL,10yrs,4833121,1032,16.2,15.2,17.3,3115112,834,17.1,15.9,18.3,1107008,142,12.7,10.6,15.0,405257,35,17.3,11.6,24.5,
A9001,Male,NHL,10yrs,300997,77,28.1,21.9,35.5,229033,67,28.7,22.0,36.9,29942,,,,,16149,,,,,New Castle 7
A9002,Male,NHL,10yrs,277146,67,22.4,17.3,28.7,184662,54,24.6,18.3,32.5,67483,,,,,16275,,,,,Kent 1
A9003,Male,NHL,10yrs,311235,89,21.8,17.4,27.2,235213,77,22.4,17.4,28.5,39780,,,,,14581,,,,,New Castle 4
A9004,Male,NHL,10yrs,349204,152,23.2,18.9,28.3,299112,143,22.7,18.3,28.1,21844,,,,,21229,,,,,Sussex 3
A9005,Male,NHL,10yrs,296499,89,20.6,16.4,25.7,248137,84,21.7,17.0,27.4,14484,,,,,12955,,,,,New Castle 3
A9006,Male,NHL,10yrs,273516,63,23.3,17.8,29.9,150854,51,27.5,20.4,36.5,90613,,,,,22279,,,,,Kent 3
A9007,Male,NHL,10yrs,328279,96,23.9,19.1,29.4,232795,83,25.0,19.6,31.6,60919,,,,,28791,,,,,Sussex 2
A9008,Male,NHL,10yrs,286209,74,34.7,26.1,45.1,146146,48,32.6,23.0,44.8,82424,22,47.5,27.1,75.6,32095,,,,,New Castle 8
A9009,Male,NHL,10yrs,318928,77,29.0,22.3,37.0,223420,67,32.8,24.8,42.6,72938,,,,,12648,,,,,New Castle 9
A9010,Male,NHL,10yrs,289506,71,23.6,18.4,29.9,146119,51,24.9,18.4,33.3,68357,,,,,68359,,,,,New Castle 2
A9011,Male,NHL,10yrs,277978,76,21.5,16.8,27.1,202966,69,23.9,18.4,30.6,50679,,,,,18635,,,,,Kent 2
A9012,Male,NHL,10yrs,280976,67,25.2,19.3,32.2,119835,49,29.9,22.0,40.0,101752,,,,,46593,,,,,New Castle 6
A9013,Male,NHL,10yrs,275639,61,23.1,17.4,30.0,75489,17,22.0,12.2,36.7,173804,39,24.6,17.2,34.1,20426,,,,,New Castle 1
A9014,Male,NHL,10yrs,304473,73,24.2,18.9,30.5,176862,53,23.7,17.6,31.3,62884,,,,,42223,,,,,New Castle 5
A9015,Male,NHL,10yrs,360750,120,23.4,19.2,28.3,251903,110,24.6,20.0,30.3,51032,,,,,51728,,,,,Sussex 1
Nationwide,Male,NHL,10yrs,1568586409,384513,23.3,23.2,23.4,987793885,302091,24.4,24.3,24.5,198168499,29240,17.4,17.2,17.6,280162978,34706,20.5,20.2,20.7,
Statewide,Male,NHL,10yrs,4531334,1260,24.0,22.7,25.4,2922546,1028,25.1,23.5,26.7,988935,156,18.1,15.2,21.3,424965,43,19.7,13.5,27.4,
A9001,Both,Kidney,10yrs,626812,90,15.4,12.3,19.0,475652,80,16.3,12.9,20.5,63479,,,,,36233,,,,,New Castle 7
A9002,Both,Kidney,10yrs,573632,139,20.6,17.3,24.5,380682,105,21.5,17.4,26.2,142007,27,19.2,12.5,28.3,31977,,,,,Kent 1
A9003,Both,Kidney,10yrs,647660,133,14.6,12.1,17.5,488557,112,14.9,12.2,18.2,87863,,,,,26233,,,,,New Castle 4
A9004,Both,Kidney,10yrs,729108,212,14.3,12.2,16.9,627832,199,14.9,12.4,17.8,45961,,,,,41100,,,,,Sussex 3
A9005,Both,Kidney,10yrs,619764,128,14.1,11.6,17.0,519900,117,14.7,11.9,17.9,30753,,,,,25417,,,,,New Castle 3
A9006,Both,Kidney,10yrs,572802,117,18.6,15.3,22.4,308043,71,17.8,13.7,22.8,195667,43,25.4,18.3,34.3,46518,,,,,Kent 3
A9007,Both,Kidney,10yrs,680998,141,16.1,13.4,19.2,483336,121,17.9,14.6,21.7,131795,18,14.0,8.1,22.5,53828,,,,,Sussex 2
A9008,Both,Kidney,10yrs,588575,115,22.3,18.0,27.3,297776,68,23.1,17.4,30.0,177032,42,27.2,19.2,37.5,62201,,,,,New Castle 8
A9009,Both,Kidney,10yrs,620314,127,20.2,16.7,24.2,438699,90,19.1,15.2,23.7,135947,30,27.8,18.0,40.7,25080,,,,,New Castle 9
A9010,Both,Kidney,10yrs,600621,114,16.6,13.6,20.0,308417,77,17.4,13.5,22.2,145880,27,18.8,12.3,27.5,132963,,,,,New Castle 2
A9011,Both,Kidney,10yrs,572918,162,22.5,19.1,26.4,416682,136,24.0,20.0,28.6,107306,22,20.3,12.5,31.3,36087,,,,,Kent 2
A9012,Both,Kidney,10yrs,590436,120,18.6,15.3,22.3,250539,68,19.5,14.9,25.2,221457,45,20.6,14.6,28.1,92376,,,,,New Castle 6
A9013,Both,Kidney,10yrs,578701,116,19.1,15.7,23.0,149672,29,15.2,10.0,22.5,377318,80,20.9,16.5,26.2,39609,,,,,New Castle 1
A9014,Both,Kidney,10yrs,632549,125,17.7,14.7,21.1,372819,90,18.2,14.4,22.6,134425,25,20.0,12.5,30.3,82225,,,,,New Castle 5
A9015,Both,Kidney,10yrs,729564,201,18.9,16.2,21.9,519053,170,19.5,16.3,23.2,99050,28,28.8,18.9,42.0,98374,,,,,Sussex 1
Nationwide,Both,Kidney,10yrs,3187214095,620270,16.9,16.8,16.9,2005299639,458239,17.0,17.0,17.1,414264823,73545,18.8,18.6,18.9,554161008,64988,17.0,16.8,17.1,
Statewide,Both,Kidney,10yrs,9364455,2045,17.5,16.7,18.3,6037658,1538,17.7,16.8,18.7,2095943,418,20.6,18.6,22.8,830222,59,13.5,10.0,17.8,
A9001,Female,Kidney,10yrs,325816,29,9.1,6.0,13.2,246619,24,8.8,5.6,13.5,33537,,,,,20085,,,,,New Castle 7
A9002,Female,Kidney,10yrs,296486,50,13.6,10.0,18.2,196020,35,13.4,9.2,18.9,74524,,,,,15702,,,,,Kent 1
A9003,Female,Kidney,10yrs,336426,49,10.0,7.3,13.5,253344,43,10.3,7.3,14.4,48084,,,,,11653,,,,,New Castle 4
A9004,Female,Kidney,10yrs,379904,69,9.7,7.1,13.2,328720,65,10.3,7.2,14.5,24118,,,,,19872,,,,,Sussex 3
A9005,Female,Kidney,10yrs,323265,37,7.8,5.4,11.2,271763,33,7.5,5.0,11.1,16269,,,,,12463,,,,,New Castle 3
A9006,Female,Kidney,10yrs,299286,40,11.4,8.1,15.8,157190,21,9.4,5.6,15.0,105054,17,16.8,9.7,27.2,24239,,,,,Kent 3
A9007,Female,Kidney,10yrs,352719,50,10.7,7.8,14.4,250541,42,12.0,8.4,16.9,70876,,,,,25037,,,,,Sussex 2
A9008,Female,Kidney,10yrs,302366,47,19.9,14.1,27.1,151630,33,25.5,16.9,36.7,94608,,,,,30106,,,,,New Castle 8
A9009,Female,Kidney,10yrs,301386,36,11.8,8.1,16.6,215279,27,11.3,7.3,16.8,63009,,,,,12432,,,,,New Castle 9
A9010,Female,Kidney,10yrs,311116,53,13.4,9.9,17.7,162298,32,12.3,8.1,18.3,77523,17,20.4,11.8,33.0,64603,,,,,New Castle 2
A9011,Female,Kidney,10yrs,294940,60,16.5,12.5,21.5,213715,53,19.0,14.0,25.3,56627,,,,,17452,,,,,Kent 2
A9012,Female,Kidney,10yrs,309461,54,15.6,11.6,20.5,130703,32,17.5,11.7,25.5,119705,17,14.4,8.0,23.9,45784,,,,,New Castle 6
A9013,Female,Kidney,10yrs,303062,48,13.8,10.1,18.4,74182,,,,,203514,31,13.0,8.8,18.7,19182,,,,,New Castle 1
A9014,Female,Kidney,10yrs,328076,46,12.2,8.8,16.4,195957,33,12.9,8.5,18.8,71541,,,,,40002,,,,,New Castle 5
A9015,Female,Kidney,10yrs,368814,60,11.4,8.4,15.1,267151,51,12.0,8.3,16.8,48018,,,,,46645,,,,,Sussex 1
Nationwide,Female,Kidney,10yrs,1618627686,228551,11.7,11.7,11.8,1017505754,164772,11.7,11.6,11.7,216096324,29160,13.4,13.2,13.5,273998030,26024,12.7,12.5,12.9,
Statewide,Female,Kidney,10yrs,4833121,731,11.7,10.8,12.6,3115112,540,11.9,10.8,13.0,1107008,153,13.4,11.3,15.8,405257,29,12.5,8.1,18.2,
A9001,Male,Kidney,10yrs,300997,61,23.0,17.4,29.8,229033,56,25.3,18.9,33.2,29942,,,,,16149,,,,,New Castle 7
A9002,Male,Kidney,10yrs,277146,89,28.7,22.9,35.5,184662,70,30.5,23.6,39.0,67483,16,25.8,14.3,42.8,16275,,,,,Kent 1
A9003,Male,Kidney,10yrs,311235,84,20.1,15.9,25.1,235213,69,20.2,15.5,26.0,39780,,,,,14581,,,,,New Castle 4
A9004,Male,Kidney,10yrs,349204,143,19.7,16.3,24.0,299112,134,20.3,16.5,25.1,21844,,,,,21229,,,,,Sussex 3
A9005,Male,Kidney,10yrs,296499,91,21.3,17.0,26.6,248137,84,22.9,17.9,29.0,14484,,,,,12955,,,,,New Castle 3
A9006,Male,Kidney,10yrs,273516,77,28.5,22.4,35.8,150854,50,28.3,20.7,37.8,90613,26,37.3,24.2,54.7,22279,,,,,Kent 3
A9007,Male,Kidney,10yrs,328279,91,22.3,17.8,27.8,232795,79,24.4,19.0,31.1,60919,,,,,28791,,,,,Sussex 2
A9008,Male,Kidney,10yrs,286209,68,24.5,18.6,31.7,146146,35,20.4,13.8,29.3,82424,30,47.3,30.7,69.7,32095,,,,,New Castle 8
A9009,Male,Kidney,10yrs,318928,91,28.5,22.6,35.4,223420,63,26.9,20.3,34.9,72938,23,40.8,24.5,63.6,12648,,,,,New Castle 9
A9010,Male,Kidney,10yrs,289506,61,20.5,15.6,26.4,146119,45,23.4,16.8,32.0,68357,,,,,68359,,,,,New Castle 2
A9011,Male,Kidney,10yrs,277978,102,29.1,23.7,35.6,202966,83,29.5,23.3,36.9,50679,17,34.5,19.5,56.5,18635,,,,,Kent 2
A9012,Male,Kidney,10yrs,280976,66,21.9,16.8,28.1,119835,36,21.5,14.7,30.6,101752,28,28.9,18.6,42.9,46593,,,,,New Castle 6
A9013,Male,Kidney,10yrs,275639,68,26.2,20.1,33.6,75489,16,17.0,9.4,29.0,173804,49,32.6,23.8,43.5,20426,,,,,New Castle 1
A9014,Male,Kidney,10yrs,304473,79,24.9,19.6,31.2,176862,57,25.4,19.1,33.3,62884,16,27.4,14.8,46.2,42223,,,,,New Castle 5
A9015,Male,Kidney,10yrs,360750,141,27.3,22.7,32.6,251903,119,28.1,22.8,34.5,51032,21,43.5,26.5,67.5,51728,,,,,Sussex 1
Nationwide,Male,Kidney,10yrs,1568586409,391719,22.9,22.8,22.9,987793885,293467,23.1,23.0,23.2,198168499,44385,25.8,25.5,26.0,280162978,38964,22.1,21.9,22.4,
Statewide,Male,Kidney,10yrs,4531334,1314,24.3,23.0,25.7,2922546,998,24.5,22.9,26.1,988935,265,30.1,26.5,34.2,424965,30,14.8,9.5,21.8,
A9001,Both,Thyroid,10yrs,626812,83,14.8,11.7,18.6,475652,63,14.2,10.7,18.6,63479,,,,,36233,,,,,New Castle 7
A9002,Both,Thyroid,10yrs,573632,126,21.5,17.8,25.7,380682,96,24.6,19.7,30.3,142007,18,12.3,7.2,19.7,31977,,,,,Kent 1
A9003,Both,Thyroid,10yrs,647660,127,17.6,14.5,21.1,488557,105,19.0,15.2,23.3,87863,,,,,26233,,,,,New Castle 4
A9004,Both,Thyroid,10yrs,729108,122,12.7,10.0,15.9,627832,104,11.7,8.8,15.2,45961,,,,,41100,,,,,Sussex 3
A9005,Both,Thyroid,10yrs,619764,132,18.8,15.5,22.6,519900,115,19.0,15.4,23.3,30753,,,,,25417,,,,,New Castle 3
A9006,Both,Thyroid,10yrs,572802,69,14.1,10.9,17.9,308043,41,14.7,10.4,20.1,195667,,,,,46518,,,,,Kent 3
A9007,Both,Thyroid,10yrs,680998,81,12.0,9.4,15.0,483336,61,12.0,8.9,15.7,131795,,,,,53828,,,,,Sussex 2
A9008,Both,Thyroid,10yrs,588575,117,18.9,15.5,22.8,297776,74,22.1,17.2,28.1,177032,30,18.0,11.8,26.4,62201,,,,,New Castle 8
A9009,Both,Thyroid,10yrs,620314,127,19.6,16.3,23.4,438699,91,19.7,15.8,24.4,135947,22,16.3,10.1,25.2,25080,,,,,New Castle 9
A9010,Both,Thyroid,10yrs,600621,93,14.8,11.9,18.2,308417,63,18.8,14.1,24.4,145880,,,,,132963,,,,,New Castle 2
A9011,Both,Thyroid,10yrs,572918,107,17.9,14.5,21.8,416682,89,19.7,15.6,24.4,107306,,,,,36087,,,,,Kent 2
A9012,Both,Thyroid,10yrs,590436,82,13.1,10.4,16.4,250539,36,13.5,9.2,19.0,221457,26,10.9,7.0,16.2,92376,,,,,New Castle 6
A9013,Both,Thyroid,10yrs,578701,53,9.0,6.7,11.9,149672,21,12.2,7.4,19.2,377318,30,8.1,5.4,11.7,39609,,,,,New Castle 1
A9014,Both,Thyroid,10yrs,632549,122,18.4,15.2,22.1,372819,78,17.5,13.6,22.2,134425,16,12.1,6.9,20.0,82225,,,,,New Castle 5
A9015,Both,Thyroid,10yrs,729564,129,15.0,12.3,18.1,519053,107,15.7,12.4,19.6,99050,,,,,98374,,,,,Sussex 1
